4,8:E9,15,0,0,0,0,12,16,9,11,28,3$(0:0)6,(0:1)5,(0:2)5,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)10,(3:1)0,(3:2)8,(3:3)9$$(0:0)7,(0:1)5,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)5,(2:3)5,(3:0)8,(3:1)8,(3:2)10,(3:3)8$$(0:0)7,(0:1)5,(0:2)7,(0:3)7,(1:0)5,(1:1)5,(1:2)5,(1:3)5,(2:0)5,(2:1)6,(2:2)6,(2:3)6,(3:0)9,(3:1)8,(3:2)9,(3:3)10$$(0:0)6,(0:1)6,(0:2)6,(0:3)6,(1:0)6,(1:1)6,(1:2)6,(1:3)6,(2:0)6,(2:1)6,(2:2)7,(2:3)7,(3:0)8,(3:1)8,(3:2)9,(3:3)8$$(0:0)7,(0:1)7,(0:2)7,(0:3)8,(1:0)8,(1:1)8,(1:2)9,(1:3)9,(2:0)9,(2:1)9,(2:2)9,(2:3)9,(3:0)9,(3:1)9,(3:2)9,(3:3)9$$(0:0)9,(0:1)9,(0:2)9,(0:3)9,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0)9,(2:1)9,(2:2)9,(2:3)9,(3:0)9,(3:1)9,(3:2),(3:3)$|0,0,0,0,0,10|^4,7,3,8,4,9,5,8^*4,7,3,8,4,9,5,8*(river)&0,0,0&;
4,9:E10,0,40,2,0,0,14,14,9,19,30,8$(0:0)6,(0:1)6,(0:2)6,(0:3)7,(1:0)1,(1:1)1,(1:2)1,(1:3)1,(2:0)1,(2:1)1,(2:2)1,(2:3)1,(3:0)10,(3:1)10,(3:2)2,(3:3)8$$(0:0)6,(0:1)7,(0:2)6,(0:3)5,(1:0)1,(1:1)1,(1:2)1,(1:3)1,(2:0)1,(2:1)1,(2:2)1,(2:3)1,(3:0)1,(3:1)1,(3:2)9,(3:3)1$$(0:0)6,(0:1)6,(0:2)6,(0:3)6,(1:0)1,(1:1)1,(1:2)1,(1:3)1,(2:0)1,(2:1)1,(2:2)1,(2:3)1,(3:0)2,(3:1)10,(3:2)10,(3:3)10$$(0:0)5,(0:1)7,(0:2)7,(0:3)6,(1:0)1,(1:1)1,(1:2)1,(1:3)1,(2:0)1,(2:1)1,(2:2)1,(2:3)1,(3:0)10,(3:1)10,(3:2)10,(3:3)9$$(0:0)7,(0:1)5,(0:2)7,(0:3)5,(1:0)1,(1:1)1,(1:2)1,(1:3)1,(2:0)1,(2:1)5,(2:2)5,(2:3)5,(3:0)9,(3:1)9,(3:2)8,(3:3)9$$(0:0)6,(0:1)5,(0:2)7,(0:3)7,(1:0)5,(1:1)5,(1:2)5,(1:3)5,(2:0)5,(2:1)5,(2:2)6,(2:3)6,(3:0)9,(3:1)8,(3:2)9,(3:3)8$$(0:0)6,(0:1)7,(0:2)8,(0:3)8,(1:0)8,(1:1)8,(1:2)8,(1:3)8,(2:0)8,(2:1)8,(2:2)8,(2:3)8,(3:0)9,(3:1)9,(3:2)8,(3:3)9$$(0:0)8,(0:1)8,(0:2)8,(0:3)8,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0)9,(2:1)9,(2:2)9,(2:3)9,(3:0)9,(3:1)9,(3:2)9,(3:3)9$$(0:0)9,(0:1)9,(0:2)9,(0:3)9,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^4,8,4,10,5,9^*4,8,4,10,5,9*(mountain)&0,0,0&;
4,10:E11,49,0,0,0,0,14,19,4,14,26,10$(0:0)7,(0:1)5,(0:2)6,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)10,(3:1)10,(3:2)9,(3:3)0$$(0:0)5,(0:1)6,(0:2)5,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)10,(3:2)9,(3:3)10$$(0:0)7,(0:1)6,(0:2)7,(0:3)7,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)10,(3:2)0,(3:3)0$$(0:0)6,(0:1)6,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)10,(3:1)8,(3:2)9,(3:3)8$$(0:0)6,(0:1)6,(0:2)5,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)10,(3:1)8,(3:2)8,(3:3)10$$(0:0)5,(0:1)6,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)5,(2:3)5,(3:0)8,(3:1)8,(3:2)9,(3:3)8$$(0:0)5,(0:1)6,(0:2)5,(0:3)5,(1:0)5,(1:1)6,(1:2)6,(1:3)6,(2:0)6,(2:1)6,(2:2)6,(2:3)8,(3:0)10,(3:1)10,(3:2)8,(3:3)9$$(0:0)8,(0:1)8,(0:2)8,(0:3)8,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0)9,(2:1)9,(2:2)9,(2:3)9,(3:0)9,(3:1)9,(3:2)9,(3:3)9$$(0:0)9,(0:1)9,(0:2)9,(0:3)9,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^4,9,3,10,4,11,5,10^*4,9,3,10,4,11,5,10*(snowland)&0,0,0&;
4,11:D12,61,0,0,0,0,12,21,7,18,29,11$(0:0)7,(0:1)5,(0:2)7,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)0,(3:1)10,(3:2)10,(3:3)10$$(0:0)5,(0:1)7,(0:2)7,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)10,(3:1)8,(3:2)8,(3:3)0$$(0:0)6,(0:1)7,(0:2)5,(0:3)7,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)0,(3:1)8,(3:2)0,(3:3)10$$(0:0)6,(0:1)6,(0:2)5,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)0,(3:2)10,(3:3)0$$(0:0)7,(0:1)5,(0:2)5,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)0,(3:2)8,(3:3)8$$(0:0)6,(0:1)5,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)10,(3:2)9,(3:3)0$$(0:0)6,(0:1)6,(0:2)5,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)5,(2:2)6,(2:3)6,(3:0)8,(3:1)9,(3:2)9,(3:3)9$$(0:0)6,(0:1)6,(0:2)6,(0:3)6,(1:0)6,(1:1)6,(1:2)6,(1:3)6,(2:0)6,(2:1)8,(2:2)8,(2:3)8,(3:0)8,(3:1)8,(3:2)10,(3:3)10$$(0:0)8,(0:1)8,(0:2)8,(0:3)8,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0)9,(2:1)9,(2:2)9,(2:3)9,(3:0)10,(3:1)9,(3:2)9,(3:3)9$$(0:0)9,(0:1)9,(0:2)9,(0:3)9,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0)9,(2:1)9,(2:2)9,(2:3)9,(3:0)10,(3:1)9,(3:2)9,(3:3)$|0,0,0,0,0,10|^4,10,3,11,4,12,5,11^*4,10,3,11,4,12,5,11*(river)&0,0,0&;
4,12:E13,46,7,9,0,0,35,20,0,25,25,3$(0:0)5,(0:1)5,(0:2)5,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)0,(3:2)2,(3:3)8$$(0:0)5,(0:1)6,(0:2)5,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)2,(3:1)8,(3:2)8,(3:3)9$$(0:0)6,(0:1)5,(0:2)6,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)0,(3:2)9,(3:3)2$$(0:0)5,(0:1)6,(0:2)5,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)1,(3:1)2,(3:2)10,(3:3)1$$(0:0)5,(0:1)6,(0:2)5,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)1,(3:1)2,(3:2)8,(3:3)0$$(0:0)5,(0:1)5,(0:2)5,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)1,(2:0)1,(2:1)1,(2:2)1,(2:3)2,(3:0)2,(3:1)8,(3:2)9,(3:3)9$$(0:0)5,(0:1)6,(0:2)5,(0:3)6,(1:0)2,(1:1)2,(1:2)5,(1:3)5,(2:0)5,(2:1)5,(2:2)5,(2:3)5,(3:0)9,(3:1)9,(3:2)10,(3:3)8$$(0:0)5,(0:1)5,(0:2)6,(0:3)5,(1:0)5,(1:1)5,(1:2)5,(1:3)5,(2:0)5,(2:1)5,(2:2)5,(2:3)5,(3:0)9,(3:1)10,(3:2)9,(3:3)8$$(0:0)6,(0:1)6,(0:2)6,(0:3)6,(1:0)6,(1:1)6,(1:2)6,(1:3)6,(2:0)6,(2:1)8,(2:2)8,(2:3)8,(3:0)8,(3:1)8,(3:2)8,(3:3)9$$(0:0)8,(0:1)8,(0:2)8,(0:3)8,(1:0)8,(1:1)8,(1:2)8,(1:3)8,(2:0)8,(2:1)8,(2:2)8,(2:3)8,(3:0)9,(3:1)9,(3:2)9,(3:3)9$$(0:0)9,(0:1)9,(0:2)9,(0:3)9,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0)9,(2:1)9,(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^4,11,3,12,4,13^*4,11,3,12,4,13*(river)&0,0,0&;
4,13:E14,57,0,0,0,0,0,21,7,20,25,5$(0:0)7,(0:1)6,(0:2)7,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)10,(3:1)0,(3:2)0,(3:3)0$$(0:0)6,(0:1)7,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)8,(3:2)0,(3:3)9$$(0:0)7,(0:1)6,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)0,(3:1)8,(3:2)0,(3:3)10$$(0:0)6,(0:1)7,(0:2)6,(0:3)7,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)0,(3:2)0,(3:3)8$$(0:0)6,(0:1)7,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)8,(3:2)10,(3:3)0$$(0:0)6,(0:1)6,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)10,(3:2)9,(3:3)9$$(0:0)6,(0:1)6,(0:2)6,(0:3)6,(1:0)8,(1:1)8,(1:2)8,(1:3)8,(2:0)8,(2:1)8,(2:2)8,(2:3)8,(3:0)8,(3:1)9,(3:2)9,(3:3)8$$(0:0)8,(0:1)8,(0:2)8,(0:3)8,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0)9,(2:1)9,(2:2)9,(2:3)9,(3:0)10,(3:1)9,(3:2)9,(3:3)9$$(0:0)9,(0:1)9,(0:2)9,(0:3)9,(1:0)9,(1:1)9,(1:2)9,(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^4,12,3,13,4,14^*4,12,3,13,4,14*(mountain)&0,0,0&;
4,14:E15,36,0,0,0,0,0,19,10,5,33,8$(0:0)6,(0:1)7,(0:2)6,(0:3)7,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)9,(3:2)9,(3:3)0$$(0:0)6,(0:1)6,(0:2)7,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)10,(3:2)10,(3:3)0$$(0:0)6,(0:1)7,(0:2)7,(0:3)7,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)8,(3:2)8,(3:3)9$$(0:0)7,(0:1)7,(0:2)6,(0:3)7,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)0,(3:2)0,(3:3)9$$(0:0)6,(0:1)6,(0:2)7,(0:3)6,(1:0)6,(1:1)6,(1:2)6,(1:3)6,(2:0)6,(2:1)6,(2:2)6,(2:3)6,(3:0)8,(3:1)10,(3:2)9,(3:3)10$$(0:0)6,(0:1)9,(0:2)9,(0:3)9,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0)9,(2:1)9,(2:2)9,(2:3)9,(3:0)9,(3:1)9,(3:2)10,(3:3)10$$(0:0)9,(0:1)9,(0:2)9,(0:3)9,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0)9,(2:1)9,(2:2)9,(2:3)9,(3:0)10,(3:1)9,(3:2)10,(3:3)$|0,0,0,0,0,10|^4,13,3,14,5,14^*4,13,3,14,5,14*(hill)&0,0,0&;
5,0:F1,39,0,0,0,0,0,21,7,17,24,12$(0:0)7,(0:1)7,(0:2)7,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)0,(3:2)9,(3:3)9$$(0:0)7,(0:1)7,(0:2)7,(0:3)7,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)10,(3:1)10,(3:2)8,(3:3)8$$(0:0)6,(0:1)6,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)0,(3:2)8,(3:3)9$$(0:0)6,(0:1)6,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)0,(3:2)8,(3:3)9$$(0:0)6,(0:1)6,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)6,(2:1)6,(2:2)6,(2:3)6,(3:0)9,(3:1)10,(3:2)8,(3:3)10$$(0:0)6,(0:1)6,(0:2)6,(0:3)6,(1:0)8,(1:1)8,(1:2)8,(1:3)8,(2:0)8,(2:1)8,(2:2)8,(2:3)8,(3:0)9,(3:1)8,(3:2)8,(3:3)10$$(0:0)8,(0:1)9,(0:2)9,(0:3)9,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0)9,(2:1)9,(2:2)9,(2:3)9,(3:0)10,(3:1)9,(3:2)10,(3:3)9$$(0:0)9,(0:1)9,(0:2)9,(0:3)10,(1:0)10,(1:1)10,(1:2)10,(1:3)10,(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^4,0,5,1,6,0^*4,0,5,1,6,0*(hill)&0,0,0&;
5,1:F2,0,74,2,0,0,6,13,7,13,27,6$(0:0)7,(0:1)6,(0:2)6,(0:3)7,(1:0)1,(1:1)1,(1:2)1,(1:3)1,(2:0)1,(2:1)1,(2:2)1,(2:3)1,(3:0)9,(3:1)10,(3:2)10,(3:3)8$$(0:0)6,(0:1)6,(0:2)7,(0:3)5,(1:0)1,(1:1)1,(1:2)1,(1:3)1,(2:0)1,(2:1)1,(2:2)1,(2:3)1,(3:0)10,(3:1)10,(3:2)8,(3:3)8$$(0:0)6,(0:1)7,(0:2)6,(0:3)7,(1:0)1,(1:1)1,(1:2)1,(1:3)1,(2:0)1,(2:1)1,(2:2)1,(2:3)1,(3:0)1,(3:1)1,(3:2)1,(3:3)1$$(0:0)7,(0:1)5,(0:2)6,(0:3)5,(1:0)1,(1:1)1,(1:2)1,(1:3)1,(2:0)1,(2:1)1,(2:2)1,(2:3)1,(3:0)10,(3:1)1,(3:2)1,(3:3)2$$(0:0)7,(0:1)6,(0:2)5,(0:3)5,(1:0)1,(1:1)1,(1:2)1,(1:3)1,(2:0)1,(2:1)1,(2:2)1,(2:3)1,(3:0)10,(3:1)9,(3:2)2,(3:3)8$$(0:0)5,(0:1)6,(0:2)6,(0:3)6,(1:0)1,(1:1)1,(1:2)1,(1:3)1,(2:0)1,(2:1)1,(2:2)1,(2:3)1,(3:0)1,(3:1)1,(3:2)9,(3:3)8$$(0:0)6,(0:1)6,(0:2)1,(0:3)1,(1:0)1,(1:1)1,(1:2)1,(1:3)1,(2:0)1,(2:1)1,(2:2)1,(2:3)1,(3:0)1,(3:1)8,(3:2)8,(3:3)8$$(0:0)1,(0:1)1,(0:2)1,(0:3)1,(1:0)1,(1:1)1,(1:2)1,(1:3)8,(2:0)8,(2:1)8,(2:2)8,(2:3)8,(3:0)9,(3:1)9,(3:2)9,(3:3)9$$(0:0)9,(0:1)9,(0:2)9,(0:3)9,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0)9,(2:1)9,(2:2)9,(2:3)9,(3:0)9,(3:1)9,(3:2)9,(3:3)9$$(0:0)9,(0:1)9,(0:2)9,(0:3)9,(1:0),(1:1),(1:2),(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^5,0,4,1,6,1^*5,0,4,1,6,1*(hill)&0,0,0&;
5,2:;
5,3:F4,69,0,0,0,0,0,18,6,11,32,6$(0:0)6,(0:1)6,(0:2)7,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)0,(3:2)8,(3:3)8$$(0:0)7,(0:1)6,(0:2)6,(0:3)7,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)0,(3:1)8,(3:2)8,(3:3)10$$(0:0)7,(0:1)6,(0:2)7,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)10,(3:1)8,(3:2)8,(3:3)8$$(0:0)6,(0:1)6,(0:2)7,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)9,(3:2)8,(3:3)8$$(0:0)6,(0:1)6,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)10,(3:2)10,(3:3)10$$(0:0)6,(0:1)6,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)0,(3:1)0,(3:2)9,(3:3)10$$(0:0)0,(0:1)0,(0:2)0,(0:3)0,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)0,(3:1)0,(3:2)9,(3:3)0$$(0:0)0,(0:1)0,(0:2)9,(0:3)9,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0)9,(2:1)9,(2:2)9,(2:3)9,(3:0)9,(3:1)9,(3:2)9,(3:3)9$$(0:0)9,(0:1)9,(0:2)9,(0:3)9,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0)9,(2:1)9,(2:2)9,(2:3)9,(3:0)9,(3:1)9,(3:2),(3:3)$|0,0,0,0,0,10|^4,3,6,3^*4,3,6,3*(mountain)&0,0,0&;
5,4:;
5,5:;
5,6:F7,29,0,0,0,0,9,14,8,10,32,6$(0:0)6,(0:1)5,(0:2)7,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)10,(3:1)8,(3:2)9,(3:3)9$$(0:0)6,(0:1)5,(0:2)6,(0:3)7,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)10,(3:1)9,(3:2)0,(3:3)9$$(0:0)6,(0:1)6,(0:2)5,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)10,(3:1)0,(3:2)8,(3:3)0$$(0:0)5,(0:1)5,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)5,(1:3)5,(2:0)6,(2:1)6,(2:2)6,(2:3)6,(3:0)10,(3:1)10,(3:2)8,(3:3)8$$(0:0)7,(0:1)7,(0:2)7,(0:3)6,(1:0)6,(1:1)6,(1:2)7,(1:3)7,(2:0)7,(2:1)8,(2:2)8,(2:3)8,(3:0)9,(3:1)10,(3:2)9,(3:3)8$$(0:0)8,(0:1)8,(0:2)9,(0:3)9,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0)9,(2:1)9,(2:2)9,(2:3)9,(3:0)9,(3:1)9,(3:2)9,(3:3)9$$(0:0)9,(0:1)9,(0:2)9,(0:3)9,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0)9,(2:1)9,(2:2)9,(2:3)9,(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^4,6,5,7,6,6^*4,6,5,7,6,6*(desert)&0,0,0&;
5,7:F8,35,0,0,0,0,0,18,8,12,28,2$(0:0)7,(0:1)6,(0:2)7,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)8,(3:2)8,(3:3)0$$(0:0)7,(0:1)6,(0:2)7,(0:3)7,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)9,(3:2)10,(3:3)10$$(0:0)6,(0:1)7,(0:2)6,(0:3)7,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)9,(3:1)8,(3:2)8,(3:3)8$$(0:0)7,(0:1)6,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)8,(3:2)0,(3:3)9$$(0:0)6,(0:1)6,(0:2)6,(0:3)6,(1:0)0,(1:1)6,(1:2)6,(1:3)6,(2:0)6,(2:1)6,(2:2)6,(2:3)8,(3:0)9,(3:1)8,(3:2)9,(3:3)9$$(0:0)8,(0:1)8,(0:2)9,(0:3)9,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0)9,(2:1)9,(2:2)9,(2:3)9,(3:0)9,(3:1)9,(3:2)9,(3:3)9$$(0:0)9,(0:1)9,(0:2)9,(0:3)9,(1:0)9,(1:1)9,(1:2)9,(1:3),(2:0),(2:1),(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^5,6,4,7,5,8,6,7^*5,6,4,7,5,8,6,7*(desert)&0,0,0&;
5,8:F9,52,0,0,0,0,5,19,5,8,28,5$(0:0)6,(0:1)5,(0:2)5,(0:3)5,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)10,(3:1)0,(3:2)10,(3:3)9$$(0:0)5,(0:1)6,(0:2)7,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)0,(3:1)0,(3:2)8,(3:3)9$$(0:0)5,(0:1)7,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)0,(3:1)10,(3:2)0,(3:3)10$$(0:0)6,(0:1)7,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)8,(3:2)0,(3:3)10$$(0:0)6,(0:1)6,(0:2)7,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)0,(2:3)0,(3:0)8,(3:1)8,(3:2)8,(3:3)9$$(0:0)7,(0:1)6,(0:2)6,(0:3)6,(1:0)0,(1:1)0,(1:2)0,(1:3)0,(2:0)0,(2:1)0,(2:2)6,(2:3)6,(3:0)8,(3:1)8,(3:2)9,(3:3)9$$(0:0)6,(0:1)6,(0:2)6,(0:3)9,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0)9,(2:1)9,(2:2)9,(2:3)9,(3:0)9,(3:1)9,(3:2)9,(3:3)9$$(0:0)9,(0:1)9,(0:2)9,(0:3)9,(1:0)9,(1:1)9,(1:2)9,(1:3)9,(2:0)9,(2:1)9,(2:2),(2:3),(3:0),(3:1),(3:2),(3:3)$|0,0,0,0,0,10|^5,7,4,8,5,9,6,8^*5,7,4,8,5,9,6,8*(snowland)&0,0,0&;
